"YEAR","RACE","SEX","SITE","EVENT_TYPE","COUNT","POPULATION"
"2005","White","Male and Female","Esophagus","Mortality","11783",238112319
"2006","White","Male and Female","Esophagus","Incidence","13548",239727764
"2006","White","Male and Female","Esophagus","Mortality","11958",239727764
"2007","White","Male and Female","Esophagus","Incidence","13607",241316565
"2007","White","Male and Female","Esophagus","Mortality","11878",241316565
"2008","White","Male and Female","Esophagus","Incidence","14196",242891089
"2008","White","Male and Female","Esophagus","Mortality","12019",242891089
"2009","White","Male and Female","Esophagus","Incidence","14458",244314613
"2009","White","Male and Female","Esophagus","Mortality","12258",244314613
"2010","White","Male and Female","Esophagus","Incidence","13762",245679092
"2010","White","Male and Female","Esophagus","Mortality","12761",245679092
"2010-2014","White","Male and Female","Esophagus","Incidence","71002",1229705984
"2010-2014","White","Male and Female","Esophagus","Mortality","64846",1240595418
"2011","White","Male and Female","Esophagus","Incidence","14086",244772254
"2011","White","Male and Female","Esophagus","Mortality","12805",246928968
"2012","White","Male and Female","Esophagus","Incidence","14326",248158737
"2012","White","Male and Female","Esophagus","Mortality","12954",248158737
"2013","White","Male and Female","Esophagus","Incidence","14624",249298948
"2013","White","Male and Female","Esophagus","Mortality","13036",249298948
"2014","White","Male and Female","Esophagus","Incidence","14729",250529673
"2014","White","Male and Female","Esophagus","Mortality","13290",250529673
"1999","White","Male and Female","Eye and Orbit","Incidence","2117",223993459
"1999","White","Male and Female","Eye and Orbit","Mortality","218",228620435
"2000","White","Male and Female","Eye and Orbit","Incidence","2233",225825542
"2000","White","Male and Female","Eye and Orbit","Mortality","218",230482882
"2001","White","Male and Female","Eye and Orbit","Incidence","2270",230353814
"2001","White","Male and Female","Eye and Orbit","Mortality","212",232125650
"2002","White","Male and Female","Eye and Orbit","Incidence","2210",231671400
"2002","White","Male and Female","Eye and Orbit","Mortality","226",233651028
"2003","White","Male and Female","Eye and Orbit","Incidence","2392",235055034
"2003","White","Male and Female","Eye and Orbit","Mortality","220",235055034
"2004","White","Male and Female","Eye and Orbit","Incidence","2439",236598302
"2004","White","Male and Female","Eye and Orbit","Mortality","204",236598302
"2005","White","Male and Female","Eye and Orbit","Incidence","2448",238112319
"2005","White","Male and Female","Eye and Orbit","Mortality","233",238112319
"2006","White","Male and Female","Eye and Orbit","Incidence","2509",239727764
"2006","White","Male and Female","Eye and Orbit","Mortality","211",239727764
"2007","White","Male and Female","Eye and Orbit","Incidence","2559",241316565
"2007","White","Male and Female","Eye and Orbit","Mortality","237",241316565
"2008","White","Male and Female","Eye and Orbit","Incidence","2543",242891089
"2008","White","Male and Female","Eye and Orbit","Mortality","249",242891089
"2009","White","Male and Female","Eye and Orbit","Incidence","2554",244314613
"2009","White","Male and Female","Eye and Orbit","Mortality","262",244314613
"2010","White","Male and Female","Eye and Orbit","Incidence","2499",245679092
"2010","White","Male and Female","Eye and Orbit","Mortality","268",245679092
"2010-2014","White","Male and Female","Eye and Orbit","Incidence","12787",1229705984
"2010-2014","White","Male and Female","Eye and Orbit","Mortality","1417",1240595418
"2011","White","Male and Female","Eye and Orbit","Incidence","2499",244772254
"2011","White","Male and Female","Eye and Orbit","Mortality","263",246928968
"2012","White","Male and Female","Eye and Orbit","Incidence","2649",248158737
"2012","White","Male and Female","Eye and Orbit","Mortality","260",248158737
"2013","White","Male and Female","Eye and Orbit","Incidence","2630",249298948
"2013","White","Male and Female","Eye and Orbit","Mortality","310",249298948
"2014","White","Male and Female","Eye and Orbit","Incidence","2575",250529673
"2014","White","Male and Female","Eye and Orbit","Mortality","316",250529673
"1999","White","Male and Female","Female Breast","Incidence","172778",113607930
"1999","White","Male and Female","Female Breast","Mortality","35073",115961839
"2000","White","Male and Female","Female Breast","Incidence","172415",114453422
"2000","White","Male and Female","Female Breast","Mortality","35767",116819133
"2001","White","Male and Female","Female Breast","Incidence","175966",116677955
"2001","White","Male and Female","Female Breast","Mortality","35078",117578225
"2002","White","Male and Female","Female Breast","Incidence","173750",117303097
"2002","White","Male and Female","Female Breast","Mortality","35082",118305862
"2003","White","Male and Female","Female Breast","Incidence","167938",119015908
"2003","White","Male and Female","Female Breast","Mortality","35032",119015908
"2004","White","Male and Female","Female Breast","Incidence","168209",119722518
"2004","White","Male and Female","Female Breast","Mortality","34458",119722518
"2005","White","Male and Female","Female Breast","Incidence","170413",120443644
"2005","White","Male and Female","Female Breast","Mortality","34352",120443644
"2006","White","Male and Female","Female Breast","Incidence","173503",121213131
"2006","White","Male and Female","Female Breast","Mortality","34137",121213131
"2007","White","Male and Female","Female Breast","Incidence","177892",121990793
"2007","White","Male and Female","Female Breast","Mortality","33845",121990793
"2008","White","Male and Female","Female Breast","Incidence","182205",122761253
"2008","White","Male and Female","Female Breast","Mortality","33705",122761253
"2009","White","Male and Female","Female Breast","Incidence","186577",123469289
"2009","White","Male and Female","Female Breast","Mortality","33780",123469289
"2010","White","Male and Female","Female Breast","Incidence","182409",124141301
"2010","White","Male and Female","Female Breast","Mortality","33834",124141301
"2010-2014","White","Male and Female","Female Breast","Incidence","944373",621146960
"2010-2014","White","Male and Female","Female Breast","Mortality","168394",626490319
"2011","White","Male and Female","Female Breast","Incidence","186744",123681649
"2011","White","Male and Female","Female Breast","Mortality","33598",124739076
"2012","White","Male and Female","Female Breast","Incidence","190578",125313138
"2012","White","Male and Female","Female Breast","Mortality","33760",125313138
"2013","White","Male and Female","Female Breast","Incidence","194457",125851723
"2013","White","Male and Female","Female Breast","Mortality","33560",125851723
"2014","White","Male and Female","Female Breast","Incidence","195802",126445081
"2014","White","Male and Female","Female Breast","Mortality","33642",126445081
"1999","White","Male and Female","Female Genital System","Incidence","65564",113607930
"1999","White","Male and Female","Female Genital System","Mortality","22325",115961839
"2000","White","Male and Female","Female Genital System","Incidence","66236",114453422
"2000","White","Male and Female","Female Genital System","Mortality","22684",116819133
"2001","White","Male and Female","Female Genital System","Incidence","67557",116677955
"2001","White","Male and Female","Female Genital System","Mortality","23050",117578225
"2002","White","Male and Female","Female Genital System","Incidence","66982",117303097
"2002","White","Male and Female","Female Genital System","Mortality","23177",118305862
"2003","White","Male and Female","Female Genital System","Incidence","66588",119015908
"2003","White","Male and Female","Female Genital System","Mortality","23087",119015908
"2004","White","Male and Female","Female Genital System","Incidence","67357",119722518
"2004","White","Male and Female","Female Genital System","Mortality","23065",119722518
"2005","White","Male and Female","Female Genital System","Incidence","68919",120443644
"2005","White","Male and Female","Female Genital System","Mortality","23216",120443644
"2006","White","Male and Female","Female Genital System","Incidence","69894",121213131
"2006","White","Male and Female","Female Genital System","Mortality","23702",121213131
"2007","White","Male and Female","Female Genital System","Incidence","71059",121990793
"2007","White","Male and Female","Female Genital System","Mortality","23544",121990793
"2008","White","Male and Female","Female Genital System","Incidence","72786",122761253
"2008","White","Male and Female","Female Genital System","Mortality","23481",122761253
"2009","White","Male and Female","Female Genital System","Incidence","74221",123469289
"2009","White","Male and Female","Female Genital System","Mortality","23348",123469289
"2010","White","Male and Female","Female Genital System","Incidence","74400",124141301
"2010","White","Male and Female","Female Genital System","Mortality","24165",124141301
"2010-2014","White","Male and Female","Female Genital System","Incidence","380819",621146960
"2010-2014","White","Male and Female","Female Genital System","Mortality","122408",626490319
"2011","White","Male and Female","Female Genital System","Incidence","75265",123681649
"2011","White","Male and Female","Female Genital System","Mortality","24183",124739076
"2012","White","Male and Female","Female Genital System","Incidence","76785",125313138
"2012","White","Male and Female","Female Genital System","Mortality","24392",125313138
"2013","White","Male and Female","Female Genital System","Incidence","77421",125851723
"2013","White","Male and Female","Female Genital System","Mortality","24746",125851723
"2014","White","Male and Female","Female Genital System","Incidence","79058",126445081
"2014","White","Male and Female","Female Genital System","Mortality","24922",126445081
"1999","White","Male and Female","Floor of Mouth","Incidence","1878",223993459
"1999","White","Male and Female","Floor of Mouth","Mortality","143",228620435
"2000","White","Male and Female","Floor of Mouth","Incidence","1826",225825542
"2000","White","Male and Female","Floor of Mouth","Mortality","125",230482882
"2001","White","Male and Female","Floor of Mouth","Incidence","1910",230353814
"2001","White","Male and Female","Floor of Mouth","Mortality","113",232125650
"2002","White","Male and Female","Floor of Mouth","Incidence","1838",231671400
"2002","White","Male and Female","Floor of Mouth","Mortality","126",233651028
"2003","White","Male and Female","Floor of Mouth","Incidence","1780",235055034
"2003","White","Male and Female","Floor of Mouth","Mortality","121",235055034
"2004","White","Male and Female","Floor of Mouth","Incidence","1784",236598302
"2004","White","Male and Female","Floor of Mouth","Mortality","100",236598302
"2005","White","Male and Female","Floor of Mouth","Incidence","1723",238112319
"2005","White","Male and Female","Floor of Mouth","Mortality","114",238112319
"2006","White","Male and Female","Floor of Mouth","Incidence","1831",239727764
"2006","White","Male and Female","Floor of Mouth","Mortality","96",239727764
"2007","White","Male and Female","Floor of Mouth","Incidence","1786",241316565
"2007","White","Male and Female","Floor of Mouth","Mortality","84",241316565
"2008","White","Male and Female","Floor of Mouth","Incidence","1842",242891089
"2008","White","Male and Female","Floor of Mouth","Mortality","86",242891089
"2009","White","Male and Female","Floor of Mouth","Incidence","1813",244314613
"2009","White","Male and Female","Floor of Mouth","Mortality","95",244314613
"2010","White","Male and Female","Floor of Mouth","Incidence","1819",245679092
"2010","White","Male and Female","Floor of Mouth","Mortality","78",245679092
"2010-2014","White","Male and Female","Floor of Mouth","Incidence","8646",1229705984
"2010-2014","White","Male and Female","Floor of Mouth","Mortality","360",1240595418
"2011","White","Male and Female","Floor of Mouth","Incidence","1727",244772254
"2011","White","Male and Female","Floor of Mouth","Mortality","72",246928968
"2012","White","Male and Female","Floor of Mouth","Incidence","1714",248158737
"2012","White","Male and Female","Floor of Mouth","Mortality","71",248158737
"2013","White","Male and Female","Floor of Mouth","Incidence","1731",249298948
"2013","White","Male and Female","Floor of Mouth","Mortality","74",249298948
"2014","White","Male and Female","Floor of Mouth","Incidence","1699",250529673
"2014","White","Male and Female","Floor of Mouth","Mortality","65",250529673
"1999","White","Male and Female","Gallbladder","Incidence","2774",223993459
"1999","White","Male and Female","Gallbladder","Mortality","1782",228620435
"2000","White","Male and Female","Gallbladder","Incidence","2638",225825542
"2000","White","Male and Female","Gallbladder","Mortality","1682",230482882
"2001","White","Male and Female","Gallbladder","Incidence","2811",230353814
"2001","White","Male and Female","Gallbladder","Mortality","1688",232125650
"2002","White","Male and Female","Gallbladder","Incidence","2634",231671400
"2002","White","Male and Female","Gallbladder","Mortality","1599",233651028
"2003","White","Male and Female","Gallbladder","Incidence","2764",235055034
"2003","White","Male and Female","Gallbladder","Mortality","1650",235055034
"2004","White","Male and Female","Gallbladder","Incidence","2756",236598302
"2004","White","Male and Female","Gallbladder","Mortality","1599",236598302
"2005","White","Male and Female","Gallbladder","Incidence","2851",238112319
"2005","White","Male and Female","Gallbladder","Mortality","1664",238112319
"2006","White","Male and Female","Gallbladder","Incidence","2868",239727764
"2006","White","Male and Female","Gallbladder","Mortality","1689",239727764
"2007","White","Male and Female","Gallbladder","Incidence","2851",241316565
"2007","White","Male and Female","Gallbladder","Mortality","1608",241316565
"2008","White","Male and Female","Gallbladder","Incidence","2873",242891089
"2008","White","Male and Female","Gallbladder","Mortality","1606",242891089
"2009","White","Male and Female","Gallbladder","Incidence","3065",244314613
"2009","White","Male and Female","Gallbladder","Mortality","1662",244314613
"2010","White","Male and Female","Gallbladder","Incidence","3004",245679092
"2010","White","Male and Female","Gallbladder","Mortality","1701",245679092
"2010-2014","White","Male and Female","Gallbladder","Incidence","15228",1229705984
"2010-2014","White","Male and Female","Gallbladder","Mortality","8579",1240595418
"2011","White","Male and Female","Gallbladder","Incidence","3012",244772254
"2011","White","Male and Female","Gallbladder","Mortality","1670",246928968
"2012","White","Male and Female","Gallbladder","Incidence","3069",248158737
"2012","White","Male and Female","Gallbladder","Mortality","1707",248158737
"2013","White","Male and Female","Gallbladder","Incidence","3089",249298948
"2013","White","Male and Female","Gallbladder","Mortality","1692",249298948
"2014","White","Male and Female","Gallbladder","Incidence","3125",250529673
"2014","White","Male and Female","Gallbladder","Mortality","1809",250529673
"1999","White","Male and Female","Gum and Other Mouth","Incidence","3930",223993459
"1999","White","Male and Female","Gum and Other Mouth","Mortality","1056",228620435
"2000","White","Male and Female","Gum and Other Mouth","Incidence","3811",225825542
"2000","White","Male and Female","Gum and Other Mouth","Mortality","1034",230482882
"2001","White","Male and Female","Gum and Other Mouth","Incidence","3979",230353814
"2001","White","Male and Female","Gum and Other Mouth","Mortality","1023",232125650
"2002","White","Male and Female","Gum and Other Mouth","Incidence","3913",231671400
"2002","White","Male and Female","Gum and Other Mouth","Mortality","1006",233651028
"2003","White","Male and Female","Gum and Other Mouth","Incidence","4064",235055034
"2003","White","Male and Female","Gum and Other Mouth","Mortality","1011",235055034
"2004","White","Male and Female","Gum and Other Mouth","Incidence","4006",236598302
"2004","White","Male and Female","Gum and Other Mouth","Mortality","1009",236598302
"2005","White","Male and Female","Gum and Other Mouth","Incidence","4044",238112319
"2005","White","Male and Female","Gum and Other Mouth","Mortality","958",238112319
"2006","White","Male and Female","Gum and Other Mouth","Incidence","4078",239727764
"2006","White","Male and Female","Gum and Other Mouth","Mortality","963",239727764
"2007","White","Male and Female","Gum and Other Mouth","Incidence","4227",241316565
"2007","White","Male and Female","Gum and Other Mouth","Mortality","962",241316565
"2008","White","Male and Female","Gum and Other Mouth","Incidence","4468",242891089
"2008","White","Male and Female","Gum and Other Mouth","Mortality","1001",242891089
"2009","White","Male and Female","Gum and Other Mouth","Incidence","4401",244314613
"2009","White","Male and Female","Gum and Other Mouth","Mortality","955",244314613
"2010","White","Male and Female","Gum and Other Mouth","Incidence","4489",245679092
"2010","White","Male and Female","Gum and Other Mouth","Mortality","1087",245679092
"2010-2014","White","Male and Female","Gum and Other Mouth","Incidence","23120",1229705984
"2010-2014","White","Male and Female","Gum and Other Mouth","Mortality","5550",1240595418
"2011","White","Male and Female","Gum and Other Mouth","Incidence","4524",244772254
"2011","White","Male and Female","Gum and Other Mouth","Mortality","1087",246928968
"2012","White","Male and Female","Gum and Other Mouth","Incidence","4622",248158737
"2012","White","Male and Female","Gum and Other Mouth","Mortality","1108",248158737
"2013","White","Male and Female","Gum and Other Mouth","Incidence","4704",249298948
"2013","White","Male and Female","Gum and Other Mouth","Mortality","1077",249298948
"2014","White","Male and Female","Gum and Other Mouth","Incidence","4883",250529673
"2014","White","Male and Female","Gum and Other Mouth","Mortality","1191",250529673
"1999","White","Male and Female","Hodgkin Lymphoma","Incidence","6672",223993459
"1999","White","Male and Female","Hodgkin Lymphoma","Mortality","1263",228620435
"2000","White","Male and Female","Hodgkin Lymphoma","Incidence","6764",225825542
"2000","White","Male and Female","Hodgkin Lymphoma","Mortality","1156",230482882
"2001","White","Male and Female","Hodgkin Lymphoma","Incidence","6773",230353814
"2001","White","Male and Female","Hodgkin Lymphoma","Mortality","1170",232125650
"2002","White","Male and Female","Hodgkin Lymphoma","Incidence","7065",231671400
"2002","White","Male and Female","Hodgkin Lymphoma","Mortality","1193",233651028
"2003","White","Male and Female","Hodgkin Lymphoma","Incidence","7042",235055034
"2003","White","Male and Female","Hodgkin Lymphoma","Mortality","1192",235055034
"2004","White","Male and Female","Hodgkin Lymphoma","Incidence","7069",236598302
"2004","White","Male and Female","Hodgkin Lymphoma","Mortality","1118",236598302
"2005","White","Male and Female","Hodgkin Lymphoma","Incidence","7250",238112319
"2005","White","Male and Female","Hodgkin Lymphoma","Mortality","1095",238112319
"2006","White","Male and Female","Hodgkin Lymphoma","Incidence","7204",239727764
"2006","White","Male and Female","Hodgkin Lymphoma","Mortality","1160",239727764
"2007","White","Male and Female","Hodgkin Lymphoma","Incidence","7304",241316565
"2007","White","Male and Female","Hodgkin Lymphoma","Mortality","1121",241316565
"2008","White","Male and Female","Hodgkin Lymphoma","Incidence","7443",242891089
"2008","White","Male and Female","Hodgkin Lymphoma","Mortality","1026",242891089
"2009","White","Male and Female","Hodgkin Lymphoma","Incidence","7201",244314613
"2009","White","Male and Female","Hodgkin Lymphoma","Mortality","1092",244314613
"2010","White","Male and Female","Hodgkin Lymphoma","Incidence","7208",245679092
"2010","White","Male and Female","Hodgkin Lymphoma","Mortality","1087",245679092
"2010-2014","White","Male and Female","Hodgkin Lymphoma","Incidence","34806",1229705984
"2010-2014","White","Male and Female","Hodgkin Lymphoma","Mortality","4959",1240595418
"2011","White","Male and Female","Hodgkin Lymphoma","Incidence","7029",244772254
"2011","White","Male and Female","Hodgkin Lymphoma","Mortality","1016",246928968
"2012","White","Male and Female","Hodgkin Lymphoma","Incidence","6945",248158737
"2012","White","Male and Female","Hodgkin Lymphoma","Mortality","974",248158737
"2013","White","Male and Female","Hodgkin Lymphoma","Incidence","6794",249298948
"2013","White","Male and Female","Hodgkin Lymphoma","Mortality","958",249298948
"2014","White","Male and Female","Hodgkin Lymphoma","Incidence","6993",250529673
"2014","White","Male and Female","Hodgkin Lymphoma","Mortality","924",250529673
"1999","White","Male and Female","Hypopharynx","Incidence","1897",223993459
"1999","White","Male and Female","Hypopharynx","Mortality","311",228620435
"2000","White","Male and Female","Hypopharynx","Incidence","1844",225825542
"2000","White","Male and Female","Hypopharynx","Mortality","279",230482882
"2001","White","Male and Female","Hypopharynx","Incidence","1831",230353814
"2001","White","Male and Female","Hypopharynx","Mortality","281",232125650
"2002","White","Male and Female","Hypopharynx","Incidence","1786",231671400
"2002","White","Male and Female","Hypopharynx","Mortality","269",233651028
"2003","White","Male and Female","Hypopharynx","Incidence","1859",235055034
"2003","White","Male and Female","Hypopharynx","Mortality","255",235055034
"2004","White","Male and Female","Hypopharynx","Incidence","1887",236598302
"2004","White","Male and Female","Hypopharynx","Mortality","290",236598302
"2005","White","Male and Female","Hypopharynx","Incidence","1864",238112319
"2005","White","Male and Female","Hypopharynx","Mortality","224",238112319
"2006","White","Male and Female","Hypopharynx","Incidence","1834",239727764
"2006","White","Male and Female","Hypopharynx","Mortality","235",239727764
"2007","White","Male and Female","Hypopharynx","Incidence","1873",241316565
"2007","White","Male and Female","Hypopharynx","Mortality","267",241316565
"2008","White","Male and Female","Hypopharynx","Incidence","1810",242891089
"2008","White","Male and Female","Hypopharynx","Mortality","230",242891089
"2009","White","Male and Female","Hypopharynx","Incidence","1886",244314613
"2009","White","Male and Female","Hypopharynx","Mortality","227",244314613
"2010","White","Male and Female","Hypopharynx","Incidence","1827",245679092
"2010","White","Male and Female","Hypopharynx","Mortality","253",245679092
"2010-2014","White","Male and Female","Hypopharynx","Incidence","9202",1229705984
"2010-2014","White","Male and Female","Hypopharynx","Mortality","1306",1240595418
"2011","White","Male and Female","Hypopharynx","Incidence","1892",244772254
"2011","White","Male and Female","Hypopharynx","Mortality","252",246928968
"2012","White","Male and Female","Hypopharynx","Incidence","1822",248158737
"2012","White","Male and Female","Hypopharynx","Mortality","297",248158737
"2013","White","Male and Female","Hypopharynx","Incidence","1924",249298948
"2013","White","Male and Female","Hypopharynx","Mortality","246",249298948
"2014","White","Male and Female","Hypopharynx","Incidence","1794",250529673
"2014","White","Male and Female","Hypopharynx","Mortality","258",250529673
"1999","White","Male and Female","Kaposi Sarcoma","Incidence","1007",223993459
"1999","White","Male and Female","Kaposi Sarcoma","Mortality",".",228620435
"2000","White","Male and Female","Kaposi Sarcoma","Incidence","1004",225825542
"2000","White","Male and Female","Kaposi Sarcoma","Mortality",".",230482882
"2001","White","Male and Female","Kaposi Sarcoma","Incidence","1004",230353814
"2001","White","Male and Female","Kaposi Sarcoma","Mortality",".",232125650
"2002","White","Male and Female","Kaposi Sarcoma","Incidence","939",231671400
"2002","White","Male and Female","Kaposi Sarcoma","Mortality",".",233651028
"2003","White","Male and Female","Kaposi Sarcoma","Incidence","988",235055034
"2003","White","Male and Female","Kaposi Sarcoma","Mortality",".",235055034
"2004","White","Male and Female","Kaposi Sarcoma","Incidence","985",236598302
"2004","White","Male and Female","Kaposi Sarcoma","Mortality",".",236598302
"2005","White","Male and Female","Kaposi Sarcoma","Incidence","977",238112319
"2005","White","Male and Female","Kaposi Sarcoma","Mortality",".",238112319
"2006","White","Male and Female","Kaposi Sarcoma","Incidence","891",239727764
"2006","White","Male and Female","Kaposi Sarcoma","Mortality",".",239727764
"2007","White","Male and Female","Kaposi Sarcoma","Incidence","910",241316565
"2007","White","Male and Female","Kaposi Sarcoma","Mortality",".",241316565
"2008","White","Male and Female","Kaposi Sarcoma","Incidence","852",242891089
"2008","White","Male and Female","Kaposi Sarcoma","Mortality",".",242891089
"2009","White","Male and Female","Kaposi Sarcoma","Incidence","823",244314613
"2009","White","Male and Female","Kaposi Sarcoma","Mortality",".",244314613
"2010","White","Male and Female","Kaposi Sarcoma","Incidence","753",245679092
"2010","White","Male and Female","Kaposi Sarcoma","Mortality",".",245679092
"2010-2014","White","Male and Female","Kaposi Sarcoma","Incidence","3583",1229705984
"2010-2014","White","Male and Female","Kaposi Sarcoma","Mortality",".",1240595418
"2011","White","Male and Female","Kaposi Sarcoma","Incidence","758",244772254
"2011","White","Male and Female","Kaposi Sarcoma","Mortality",".",246928968
"2012","White","Male and Female","Kaposi Sarcoma","Incidence","694",248158737
"2012","White","Male and Female","Kaposi Sarcoma","Mortality",".",248158737
"2013","White","Male and Female","Kaposi Sarcoma","Incidence","729",249298948
"2013","White","Male and Female","Kaposi Sarcoma","Mortality",".",249298948
"2014","White","Male and Female","Kaposi Sarcoma","Incidence","676",250529673
"2014","White","Male and Female","Kaposi Sarcoma","Mortality",".",250529673
"1999","White","Male and Female","Kidney and Renal Pelvis","Incidence","28656",223993459
"1999","White","Male and Female","Kidney and Renal Pelvis","Mortality","9878",228620435
"2000","White","Male and Female","Kidney and Renal Pelvis","Incidence","30236",225825542
"2000","White","Male and Female","Kidney and Renal Pelvis","Mortality","10480",230482882
"2001","White","Male and Female","Kidney and Renal Pelvis","Incidence","32451",230353814
"2001","White","Male and Female","Kidney and Renal Pelvis","Mortality","10720",232125650
"2002","White","Male and Female","Kidney and Renal Pelvis","Incidence","33975",231671400
"2002","White","Male and Female","Kidney and Renal Pelvis","Mortality","10856",233651028
"2003","White","Male and Female","Kidney and Renal Pelvis","Incidence","36285",235055034
"2003","White","Male and Female","Kidney and Renal Pelvis","Mortality","10930",235055034
"2004","White","Male and Female","Kidney and Renal Pelvis","Incidence","38217",236598302
"2004","White","Male and Female","Kidney and Renal Pelvis","Mortality","10988",236598302
"2005","White","Male and Female","Kidney and Renal Pelvis","Incidence","39893",238112319
"2005","White","Male and Female","Kidney and Renal Pelvis","Mortality","11091",238112319
"2006","White","Male and Female","Kidney and Renal Pelvis","Incidence","42088",239727764
"2006","White","Male and Female","Kidney and Renal Pelvis","Mortality","10961",239727764
"2007","White","Male and Female","Kidney and Renal Pelvis","Incidence","43354",241316565
"2007","White","Male and Female","Kidney and Renal Pelvis","Mortality","11142",241316565
"2008","White","Male and Female","Kidney and Renal Pelvis","Incidence","44876",242891089
"2008","White","Male and Female","Kidney and Renal Pelvis","Mortality","11352",242891089
"2009","White","Male and Female","Kidney and Renal Pelvis","Incidence","45654",244314613
"2009","White","Male and Female","Kidney and Renal Pelvis","Mortality","11365",244314613
"2010","White","Male and Female","Kidney and Renal Pelvis","Incidence","45330",245679092
"2010","White","Male and Female","Kidney and Renal Pelvis","Mortality","11659",245679092
"2010-2014","White","Male and Female","Kidney and Renal Pelvis","Incidence","236281",1229705984
"2010-2014","White","Male and Female","Kidney and Renal Pelvis","Mortality","59818",1240595418
"2011","White","Male and Female","Kidney and Renal Pelvis","Incidence","46083",244772254
"2011","White","Male and Female","Kidney and Renal Pelvis","Mortality","11904",246928968
"2012","White","Male and Female","Kidney and Renal Pelvis","Incidence","47952",248158737
"2012","White","Male and Female","Kidney and Renal Pelvis","Mortality","11888",248158737
"2013","White","Male and Female","Kidney and Renal Pelvis","Incidence","48610",249298948
"2013","White","Male and Female","Kidney and Renal Pelvis","Mortality","12256",249298948
"2014","White","Male and Female","Kidney and Renal Pelvis","Incidence","49607",250529673
"2014","White","Male and Female","Kidney and Renal Pelvis","Mortality","12111",250529673
"1999","White","Male and Female","Larynx","Incidence","10514",223993459
"1999","White","Male and Female","Larynx","Mortality","3106",228620435
"2000","White","Male and Female","Larynx","Incidence","10354",225825542
"2000","White","Male and Female","Larynx","Mortality","3096",230482882
"2001","White","Male and Female","Larynx","Incidence","10347",230353814
"2001","White","Male and Female","Larynx","Mortality","3049",232125650
"2002","White","Male and Female","Larynx","Incidence","10008",231671400
"2002","White","Male and Female","Larynx","Mortality","3012",233651028
"2003","White","Male and Female","Larynx","Incidence","10234",235055034
"2003","White","Male and Female","Larynx","Mortality","3051",235055034
"2004","White","Male and Female","Larynx","Incidence","10495",236598302
"2004","White","Male and Female","Larynx","Mortality","2985",236598302
"2005","White","Male and Female","Larynx","Incidence","10528",238112319
"2005","White","Male and Female","Larynx","Mortality","3059",238112319
"2006","White","Male and Female","Larynx","Incidence","10516",239727764
"2006","White","Male and Female","Larynx","Mortality","3123",239727764
"2007","White","Male and Female","Larynx","Incidence","10571",241316565
"2007","White","Male and Female","Larynx","Mortality","2905",241316565
"2008","White","Male and Female","Larynx","Incidence","10514",242891089
"2008","White","Male and Female","Larynx","Mortality","3059",242891089
"2009","White","Male and Female","Larynx","Incidence","10599",244314613
"2009","White","Male and Female","Larynx","Mortality","2941",244314613
"2010","White","Male and Female","Larynx","Incidence","10659",245679092
"2010","White","Male and Female","Larynx","Mortality","3007",245679092
"2010-2014","White","Male and Female","Larynx","Incidence","51997",1229705984
"2010-2014","White","Male and Female","Larynx","Mortality","15080",1240595418
"2011","White","Male and Female","Larynx","Incidence","10426",244772254
"2011","White","Male and Female","Larynx","Mortality","3005",246928968
"2012","White","Male and Female","Larynx","Incidence","10410",248158737
"2012","White","Male and Female","Larynx","Mortality","2960",248158737
"2013","White","Male and Female","Larynx","Incidence","10578",249298948
"2013","White","Male and Female","Larynx","Mortality","3058",249298948
"2014","White","Male and Female","Larynx","Incidence","10203",250529673
"2014","White","Male and Female","Larynx","Mortality","3050",250529673
"1999","White","Male and Female","Leukemias","Incidence","30397",223993459
"1999","White","Male and Female","Leukemias","Mortality","18945",228620435
"2000","White","Male and Female","Leukemias","Incidence","32332",225825542
"2000","White","Male and Female","Leukemias","Mortality","19238",230482882
"2001","White","Male and Female","Leukemias","Incidence","33319",230353814
"2001","White","Male and Female","Leukemias","Mortality","19302",232125650
"2002","White","Male and Female","Leukemias","Incidence","32838",231671400
"2002","White","Male and Female","Leukemias","Mortality","19340",233651028
"2003","White","Male and Female","Leukemias","Incidence","34332",235055034
"2003","White","Male and Female","Leukemias","Mortality","19414",235055034
"2004","White","Male and Female","Leukemias","Incidence","35017",236598302
"2004","White","Male and Female","Leukemias","Mortality","19140",236598302
"2005","White","Male and Female","Leukemias","Incidence","35212",238112319
"2005","White","Male and Female","Leukemias","Mortality","19485",238112319
"2006","White","Male and Female","Leukemias","Incidence","36192",239727764
"2006","White","Male and Female","Leukemias","Mortality","19713",239727764
"2007","White","Male and Female","Leukemias","Incidence","36278",241316565
"2007","White","Male and Female","Leukemias","Mortality","19565",241316565
"2008","White","Male and Female","Leukemias","Incidence","36843",242891089
"2008","White","Male and Female","Leukemias","Mortality","19969",242891089
"2009","White","Male and Female","Leukemias","Incidence","37670",244314613
"2009","White","Male and Female","Leukemias","Mortality","20213",244314613
"2010","White","Male and Female","Leukemias","Incidence","40044",245679092
"2010","White","Male and Female","Leukemias","Mortality","20167",245679092
"2010-2014","White","Male and Female","Leukemias","Incidence","200786",1229705984
"2010-2014","White","Male and Female","Leukemias","Mortality","103152",1240595418
"2011","White","Male and Female","Leukemias","Incidence","40157",244772254
"2011","White","Male and Female","Leukemias","Mortality","20554",246928968
"2012","White","Male and Female","Leukemias","Incidence","40641",248158737
"2012","White","Male and Female","Leukemias","Mortality","20649",248158737
